source_id,relation,target_id
u133880286,following,u701725963
u18686907,following,u786309892990574592
u11347122,following,u13404292
u130496027,following,u17070113
u20479813,following,u355591226
u2982269822,following,u22763833
u29458079,following,u292929271
u947924373029171200,following,u15675138
u11347122,following,u17991281
u387900968,following,u85694915
u794815,following,u7309052
u158414847,following,u344955115
u158414847,following,u19877186
u15862891,following,u556151596
u25203361,following,u31565351
u22429979,following,u15729844
u14293310,following,u51241574
u387900968,following,u2690379302
u71294756,following,u14811485
u43963249,following,u24745957
u130496027,following,u27792033
u759251,following,u119758810
u11347122,following,u222185665
u2434191967,following,u42407972
u228474571,following,u14135350
u2427885031,followers,u1000419876480020480
u71294756,following,u21059255
u71294756,following,u326255267
u56413858,following,u1074480192
u29458079,following,u50769180
u823083,following,u939091
u387900968,following,u52596376
u521747968,following,u1111940934
u110326494,following,u820705814906339328
u14647570,following,u20772763
u18949452,following,u47707475
u17866318,following,u301863076
u63614947,following,u16855888
u228474571,following,u1965420800
u15976697,following,u14246109
u18686907,following,u715926429
u1243560408025198593,following,u44688778
u55334133,following,u205864193
u29458079,following,u258900199
u18686907,following,u100250921
u156393470,following,u738796494
u43300047,following,u31013444
u521747968,following,u233842454
u56413858,following,u228747444
u1243560408025198593,following,u2329492448
u63614947,following,u130557513
u30378270,following,u160616292
u11347122,following,u1049306268
u30364057,following,u226222147
u626131422,following,u291428201
u592730371,following,u3995778614
u48511236,following,u65375759
u26792275,following,u17243582
u567192377,following,u92932981
u21862217,following,u362028861
u2545759886,following,u20790580
u2922928743,following,u17202463
u21862217,following,u138141495
u2427885031,following,u1247612029
u2591320394,following,u571214272
u970716252179136514,following,u278124059
u20479813,following,u813286
u21862217,following,u60783724
u970716252179136514,following,u16129920
u2591320394,following,u134975165
u28785486,following,u30354991
u158414847,following,u14677919
u100588178,following,u759251
u2427885031,followers,u1075865638642597893
u56413858,following,u15416505
u931681289614385158,following,u95994080
u18686907,following,u731167584
u43963249,following,u357606935
u592730371,following,u2975091705
u65375759,following,u73971750
u100588178,following,u602993818
u2922928743,following,u1140753106092752896
u4303298356,following,u59159771
u34713362,following,u26574283
u216881337,following,u3108351
u722528529716383744,following,u10292132
u1630896181,following,u1075517806551154689
u29458079,following,u14669951
u30354991,following,u1106501
u110326494,following,u144090338
u71294756,following,u910492003359760384
u15764644,following,u1339835893
u592730371,following,u25235151
u43963249,following,u115979444
u626131422,following,u305377439
u783792992,following,u482708367
u759251,following,u14529929
u63614947,following,u114782468
u110326494,following,u2966770391
u14772775,following,u40100270
u30354991,following,u476256944
u20402945,following,u624413
u43963249,following,u31611298
u592730371,following,u620571475
u48511236,following,u1323730225067339784
u39416218,following,u65375759
u16012783,following,u14669951
u205392468,following,u31128529
u30364057,following,u21001599
u208155240,following,u334715818
u19539716,following,u721127537674489856
u2922928743,following,u798973032362606600
u784890784273215488,following,u716432228
u28785486,following,u16247383
u43300047,following,u1531521632
u2591320394,following,u260036406
u21862217,following,u248429222
u16076032,following,u60783724
u134758540,following,u742143
u1630896181,following,u1915033663
u818282957618216960,following,u230787751
u24291371,following,u16581604
u820354372827758592,following,u2434051392
u2427885031,following,u61371461
u16012783,following,u33276161
u755835576,following,u1323730225067339784
u28657802,following,u4896289762
u11347122,following,u426802833
u15675138,following,u997684836
u228474571,following,u21059255
u784890784273215488,following,u25180501
u16076032,following,u472431999
u818282957618216960,following,u822131894540083201
u43300047,following,u58503762
u11347122,following,u226222147
u2884771,following,u48144950
u73238146,following,u942156122
u4765364386,following,u3086289084
u2545759886,following,u2615581908
u30364057,following,u1171109054
u820354372827758592,following,u222622640
u377766775,following,u13262862
u14647570,following,u15808765
u18949452,following,u59936143
u1243560408025198593,following,u1109045045649424386
u208155240,following,u235839823
u783792992,following,u1322678960
u783792992,following,u742453163098296320
u931681289614385158,following,u58569513
u158414847,following,u82939583
u369788077,following,u170699708
u4765364386,following,u25456478
u43963249,following,u193732179
u43963249,following,u89820928
u20402945,following,u26574283
u43300047,following,u1081222837459996672
u7426632,following,u137369407
u19778050,following,u26257166
u18949452,following,u266991549
u43963249,following,u51241574
u73238146,following,u1079104563280527364
u130496027,following,u68752979
u2427885031,following,u4282171
u14293310,following,u54617733
u1055907624,following,u467823431
u15143478,following,u757303975
u19682187,following,u771152516
u71294756,following,u39349894
u158414847,following,u15752446
u15675138,following,u2856787757
u177564016,following,u21722318
u21862217,following,u862430010
u20402945,following,u20562637
u931681289614385158,following,u10292132
u14834340,following,u19117046
u119385045,following,u601148365
u2434191967,following,u297100174
u42606652,following,u18839785
u784890784273215488,following,u413274241
u722528529716383744,following,u4041824789
u7426632,following,u60783724
u722528529716383744,following,u25837289
u592730371,following,u1029094268542099457
u592730371,following,u872148729184362497
u762024240,following,u844281463
u100588178,following,u16664681
u28657802,following,u426802833
u65375759,following,u75209239
u17004618,following,u250211424
u30354991,following,u246961837
u18949452,following,u15012486
u15675138,followers,u241983890
u26703365,following,u15446551
u387900968,following,u84653850
u15764644,following,u1080277407867772930
u1299686030875004928,following,u174292801
u39416218,following,u125453969
u1055907624,following,u500436115
u21862217,following,u18000989
u18949452,following,u17469492
u762024240,following,u959552100979150848
u14772775,following,u232268199
u177564016,following,u18247062
u970716252179136514,following,u1249982359
u30364057,following,u13049362
u30354991,following,u15764644
u17866318,following,u38936142
u229125893,following,u799960440327573505
u71294756,following,u617602505
u30378270,following,u398271367
u43963184,following,u612473
u18686907,following,u200846651
u4763858353,following,u14321959
u369788077,following,u540973577
u369788077,following,u63514682
u19682187,following,u21733692
u30378270,following,u3129968261
u250188760,followers,u1111662651870973952
u17866318,following,u90746345
u245424983,following,u467823431
u14772775,following,u899978622416695297
u21114659,following,u281877818
u2922928743,following,u19638751
u48511236,following,u192547775
u19778050,following,u14412533
u19682187,following,u22660806
u1055907624,following,u38477209
u1243560408025198593,following,u7391432
u177564016,following,u11622712
u30364057,following,u1656913327
u14834340,following,u182398325
u1081222837459996672,following,u34310801
u20479813,following,u14606079
u130496027,following,u21348880
u16012783,following,u9300262
u208155240,following,u816652616625168388
u245424983,following,u571214272
u592730371,following,u96906231
u20479813,following,u16076032
u30378270,following,u807176238
u30364057,following,u886398296146706432
u21114659,following,u93069110
u521747968,following,u334217161
u16076032,following,u65045121
u970716252179136514,following,u822215673812119553
u39416218,following,u463765807
u71294756,following,u23022687
u2922928743,following,u184860130
u29458079,following,u778763106289758208
u32774989,following,u145292853
u459767319,following,u19638751
u250188760,following,u60506242
u28657802,following,u32256288
u18686907,following,u21252618
u820354372827758592,following,u44177383
u1243560408025198593,following,u366498596
u784890784273215488,following,u21268897
u1055907624,following,u22162854
u23970102,following,u208155240
u130496027,following,u15195539
u43963249,following,u15754281
u100588178,following,u5392522
u43963249,following,u56552341
u880412538625810432,following,u428333
u26792275,following,u1652541
u43963249,following,u701725963
u19682187,following,u16170253
u71294756,following,u512225400
u228474571,following,u1205226529455632385
u30364057,following,u55334133
u25203361,following,u1087380412089987077
u3948308435,following,u1299686030875004928
u3948308435,following,u1217786733540118528
u25203361,following,u4696552878
u228474571,following,u231510077
u56413858,following,u19400611
u1630896181,following,u130496027
u387900968,following,u2729615444
u1630896181,following,u897886992
u30364057,following,u229665860
u55334133,following,u215207998
u970716252179136514,following,u432895323
u21862217,following,u1200665885482127360
u216881337,following,u469194846
u150151712,following,u538021652
u14772775,following,u39000115
u30378270,following,u1074694254046388225
u18686907,following,u140286364
u30378270,following,u7426632
u158414847,following,u87818409
u71294756,following,u242907470
u17264476,following,u1045110787
u783792992,following,u30364057
u4041824789,following,u14344823
u133880286,following,u62591681
u43963249,following,u259395895
u158414847,following,u14529929
u947924373029171200,following,u255689417
u15458694,following,u15931637
u26792275,following,u742143
u820354372827758592,following,u1045110787
u18949452,following,u4970411
u970716252179136514,following,u29458079
u626131422,following,u286303032
u1243560408025198593,following,u3303002295
u19682187,following,u145292853
u28657802,following,u241201438
u30354991,following,u15007149
u56413858,following,u50769180
u387900968,following,u68752979
u130496027,following,u77032777
u970716252179136514,following,u47747074
u14834340,following,u978265628426432512
u71294756,following,u1334164871420796928
u4765364386,following,u232268199
u377766775,following,u245874121
u784890784273215488,following,u160244947
u818282957618216960,following,u43533997
u30378270,following,u16291449
u387900968,following,u45645232
u161801527,following,u39219035
u387900968,following,u1168968080690749441
u783792992,following,u135060958
u19539716,following,u375662595
u26703365,following,u3108351
u18686907,following,u61734492
u4041824789,following,u25386925
u762024240,following,u153517357
u880412538625810432,following,u1323730225067339784
u26703365,following,u14226882
u1243560408025198593,following,u876240395470069760
u931681289614385158,following,u26637348
u70435999,followers,u51854911
u70435999,following,u158414847
u369788077,following,u18382184
u25203361,following,u3165691046
u39511166,following,u1330457336
u102594136,following,u1001285146392383489
u55334133,following,u1221242033530195970
u21201150,following,u26985345
u30364057,following,u820585
u245424983,following,u118245138
u3948308435,following,u90484508
u245424983,following,u42971403
u15764644,following,u231510077
u22429979,following,u82489457
u30378270,following,u757118699212009472
u2434191967,following,u14642495
u722528529716383744,following,u765997334618574848
u377766775,following,u1221242033530195970
u4303298356,following,u1947301
u2884771,following,u1215382042772307968
u63614947,following,u55334133
u29458079,following,u22509548
u216881337,following,u18805644
u110326494,following,u725226778474647552
u592730371,following,u2945287090
u73238146,following,u76133715
u22429979,following,u47402953
u1962626484,following,u2415072836
u130496027,following,u26257166
u626131422,following,u921728354
u28657802,following,u16547465
u245424983,following,u939021992
u742143,following,u20543416
u722528529716383744,following,u18839785
u208155240,following,u90651198
u158414847,following,u31013444
u14511951,following,u3305651181
u158414847,following,u16326882
u133880286,following,u21786618
u626131422,following,u72198806
u1243560408025198593,following,u20744708
u15675138,following,u2929491549
u762024240,following,u1097307966213160961
u4765364386,following,u226194552
u783792992,following,u806862084277407744
u2982269822,following,u742143
u158414847,following,u1330457336
u21862217,following,u846411464885747712
u158414847,following,u14717197
u626131422,following,u7651862
u1159251,following,u21733692
u961231092,following,u16347115
u16076032,following,u1093261681801789447
u820354372827758592,following,u15996661
u43300047,following,u820378690920058880
u16076032,following,u51241574
u880412538625810432,following,u2097571
u30364057,following,u209176493
u14772775,following,u29707786
u11347122,following,u216065430
u16012783,following,u757303975
u18686907,following,u60841112
u18686907,following,u3093242123
u15675138,following,u48144950
u228474571,following,u158426909
u11178672,following,u252608121
u369788077,following,u1058520120
u626131422,following,u1111662651870973952
u102594136,following,u1075006185185705984
u1630896181,following,u12296312
u102594136,followers,u20642255
u18686907,following,u130496027
u18686907,following,u47739450
u18949452,following,u20543416
u970716252179136514,following,u18137749
u1055907624,following,u1320656142
u970716252179136514,following,u19568591
u14834340,following,u16714443
u11347122,following,u30013010
u17264476,following,u1001285146392383489
u28785486,following,u25049056
u722528529716383744,following,u18166778
u369788077,following,u880404086
u17866318,following,u2884771
u25203361,following,u20402945
u228474571,following,u56552341
u71294756,following,u27075032
u55334133,following,u1323214644
u617602505,following,u39469575
u1962626484,following,u837048318865862666
u387900968,following,u1205226529455632385
u28657802,following,u565469671
u17264476,followers,u14307494
u30378270,following,u309124612
u15458694,following,u22737278
u134758540,following,u11435642
u820354372827758592,following,u105327432
u228474571,following,u27882000
u30364057,following,u9300262
u2545759886,following,u15007149
u43300047,following,u4207961
u34713362,following,u16664681
u30378270,following,u269448653
u39416218,following,u953924228306305024
u15675138,following,u236279233
u592730371,following,u339984356
u245424983,following,u51241418
u43963249,following,u216776631
u931681289614385158,following,u153517357
u2884771,following,u2467791
u17264476,followers,u870429873621172226
u30364057,following,u506429053
u784890784273215488,following,u981960751777767424
u29458079,following,u384910109
u22429979,following,u187838951
u30378270,following,u183334236
u1044241,following,u1876175636
u100588178,following,u19362341
u42606652,following,u14159148
u39511166,following,u58417540
u245424983,following,u212657985
u110326494,following,u2922928743
u43963249,following,u254117355
u818282957618216960,following,u230769694
u19682187,following,u40353407
u373157754,following,u84083187
u71294756,following,u17494010
u762024240,following,u20846658
u19682187,following,u21789463
u2591320394,following,u191469176
u961231092,following,u16459325
u970716252179136514,following,u131497030
u617602505,following,u18184205
u71294756,following,u49031364
u216881337,following,u73303753
u970716252179136514,following,u122174004
u100588178,following,u21059255
u144090338,followers,u1212564056827031553
u4041824789,following,u224320485
u229125893,following,u2480249887
u245424983,following,u309822757
u939091,following,u286476728
u245424983,following,u30364057
u205392468,following,u2228878592
u21862217,following,u731167584
u2591320394,following,u1553746556
u21114659,following,u244655353
u2545759886,following,u209415989
u18949452,following,u51241574
u39416218,following,u593289567
u14834340,following,u1159251
u626131422,following,u18533219
u21862217,following,u15729844
u25203361,following,u260864109
u357606935,following,u54617733
u158414847,following,u115979444
u823083,following,u386213011
u228474571,following,u298109087
u592730371,following,u4808402532
u755835576,following,u98428164
u820354372827758592,following,u161456486
u970716252179136514,following,u108617810
u16076032,following,u16228479
u759251,following,u300893304
u43300047,following,u91478624
u1055907624,following,u812361923304034304
u818282957618216960,following,u841489249157468161
u931681289614385158,following,u15976697
u26703365,followers,u87983041
u48511236,following,u711367366756720640
u17004618,following,u1085287845588336646
u783792992,following,u1947301
u4765364386,following,u107210947
u43963249,following,u14173315
u14772775,following,u20742461
u19682187,following,u119972954
u15458694,following,u26792275
u4041824789,following,u3231657095
u22429979,following,u143500773
u130496027,following,u939091
u880412538625810432,following,u9300262
u150151712,following,u937683426882326529
u22429979,following,u1343578440977494018
u43300047,following,u24165761
u592730371,following,u25837289
u21862217,following,u1081222837459996672
u1044241,following,u2279055192
u1394399438,following,u15808765
u216881337,following,u21269970
u130496027,following,u1138076821533155328
u369788077,following,u1320656142
u19682187,following,u51547100
u245424983,following,u605153786
u100588178,following,u818893114979061761
u19682187,following,u216776631
u4303298356,following,u35773039
u14293310,following,u811350
u30364057,following,u30050899
u15675138,following,u17770086
u14834340,following,u38413836
u1055907624,following,u22669526
u17004618,following,u18139220
u229125893,following,u138203134
u1630896181,following,u1219579814
u730520573701443584,following,u4207961
u369788077,following,u15433452
u592730371,following,u478855762
u784890784273215488,following,u929823128259387392
u11347122,following,u222622640
u14772775,followers,u65277959
u19682187,following,u957024441338417154
u19682187,following,u1221242033530195970
u19682187,following,u1284254705103917058
u592730371,following,u3005733012
u722528529716383744,following,u24133242
u970716252179136514,following,u3018670151
u43963184,following,u140955302
u970716252179136514,following,u22055226
u19418459,following,u463765807
u961231092,following,u126722715
u1081222837459996672,following,u17469492
u16076032,following,u2852597261
u34713362,following,u788363167
u1243560408025198593,following,u1081222837459996672
u820354372827758592,following,u16378486
u19778050,following,u426802833
u161801527,following,u69181624
u18686907,following,u4282171
u158414847,following,u4898091
u818282957618216960,following,u1561513992
u784890784273215488,following,u52392666
u15764644,following,u242426145
u2545759886,following,u274294204
u208155240,following,u18742360
u592730371,following,u208155240
u722528529716383744,following,u237299871
u216881337,following,u26487169
u15675138,following,u816833925456789505
u71294756,following,u21894812
u216881337,following,u16068266
u208155240,following,u16581604
u26792275,following,u87818409
u807095,following,u463765807
u7426632,followers,u913203345053057024
u22429979,following,u407396336
u21114659,following,u66451163
u11347122,following,u482708367
u63614947,following,u14515799
u108977933,following,u15464697
u19682187,following,u43300047
u970716252179136514,following,u1880674038
u30364057,following,u942878337806032901
u1243560408025198593,following,u4696552878
u931681289614385158,following,u1209936918
u1243560408025198593,following,u1651522832
u626131422,following,u15220768
u14511951,following,u54208274
u228474571,following,u16017475
u228474571,following,u131546062
u784890784273215488,following,u521747968
u14834340,following,u206487352
u14511951,following,u1330457336
u1055907624,following,u95431448
u29458079,following,u288452305
u818282957618216960,following,u1081222837459996672
u43963249,following,u14159148
u931681289614385158,following,u9648652
u21114659,following,u23588075
u947924373029171200,following,u820354372827758592
u18686907,following,u16172991
u14293310,following,u16184358
u30364057,following,u413474964
u1299686030875004928,following,u16935292
u939091,following,u226222147
u3093242123,following,u5988062
u783792992,following,u7786612
u1243560408025198593,following,u1075865638642597893
u970716252179136514,following,u253872062
u4303298356,following,u2940882906
u2884771,following,u612473
u4041824789,following,u164070785
u55334133,following,u1607352380
u21862217,following,u409548427
u158414847,following,u593289567
u459767319,following,u78768913
u14834340,following,u331816614
u369788077,following,u2353605901
u18686907,following,u113061485
u14834340,following,u16291449
u2427885031,following,u248429222
u16076032,following,u18170845
u2427885031,following,u2253654474
u2427885031,following,u48038024
u21114659,following,u20562637
u43963249,following,u21316253
u16012783,following,u49279876
u17866318,following,u21619519
u710425811925471232,following,u2347762888
u1243560408025198593,following,u463765807
u783792992,following,u248735463
u205392468,following,u151967576
u784890784273215488,following,u15433452
u150151712,following,u37294647
u22429979,following,u1885249040
u15458694,following,u17131180
u19682187,following,u323599188
u43300047,following,u276688330
u939091,following,u14377605
u130496027,following,u502281810
u228474571,followers,u101816065
u970716252179136514,following,u41634520
u14293310,following,u14338406
u813286,following,u244655353
u1962626484,following,u3091150576
u132346487,following,u120190183
u65375759,following,u68746721
u961231092,following,u46213956
u17866318,followers,u57362322
u15764644,following,u2970279814
u2922928743,following,u19471123
u961231092,following,u1244960680001835010
u931681289614385158,following,u18604137
u369788077,following,u55192727
u102594136,following,u90478926
u970716252179136514,following,u20508720
u881615056437297152,following,u920277535
u21114659,following,u14135350
u30378270,following,u330579721
u208155240,following,u25049056
u158414847,following,u23995748
u1243560408025198593,following,u40711129
u15458694,following,u140286364
u15976697,following,u779104195
u1962626484,following,u17895820
u228474571,following,u36167088
u71294756,following,u12889162
u39416218,following,u5988062
u2434191967,following,u4870564096
u21114659,following,u28181835
u228474571,following,u1048229681273741312
u30364057,following,u15220768
u11347122,following,u17524863
u14772775,following,u30364057
u784890784273215488,following,u1540529606
u880412538625810432,following,u759251
u18831926,following,u15814350
u626131422,following,u29442313
u970716252179136514,following,u22203756
u14772775,following,u1219579814
u820354372827758592,following,u47063142
u818282957618216960,following,u250492272
u1630896181,following,u1339835893
u783792992,following,u2467791
u14647570,following,u16931273
u947924373029171200,following,u2836421
u387900968,following,u75939860
u784890784273215488,following,u73754019
u2884771,following,u22771961
u21862217,following,u195631270
u30364057,following,u860547911268139008
u11347122,following,u14159148
u939091,following,u125453969
u1055907624,following,u86129724
u2591320394,following,u52495092
u4763858353,following,u1317612767302483970
u216881337,following,u14662354
u4041824789,following,u50772918
u20562637,following,u222554961
u2884771,following,u45671898
u208155240,following,u39879120
u1243560408025198593,following,u18238409
u22429979,following,u15483390
u626131422,following,u138141495
u208155240,following,u16106584
u21862217,following,u521747968
u15675138,following,u928744998
u15143478,following,u10810102
u784890784273215488,following,u71294756
u1243560408025198593,following,u90573676
u156393470,following,u462021312
u100588178,following,u60919240
u21862217,following,u20778387
u15458694,following,u16668573
u459767319,following,u468665640
u20479813,following,u344955115
u30354991,following,u1330457336
u18686907,following,u26792275
u19539716,following,u357606935
u784890784273215488,following,u14173315
u56413858,following,u939091
u2577886615,following,u95994080
u48511236,following,u258900199
u357606935,following,u822215673812119553
u369788077,following,u19040580
u626131422,following,u26642006
u18686907,following,u84957890
u43963249,following,u87818409
u807095,following,u16046443
u216881337,following,u149269179
u228474571,following,u926601
u43963249,following,u248735463
u931681289614385158,following,u19218053
u43963249,following,u222622640
u755835576,following,u1286161147
u26703365,following,u303862998
u17264476,following,u76837768
u228474571,following,u98471035
u2427885031,following,u10252962
u16012783,following,u323599188
u1299686030875004928,following,u611585332
u177564016,following,u252398355
u2427885031,following,u28599820
u245424983,following,u471677441
u931681289614385158,following,u534881613
u30378270,following,u30409200
u1299686030875004928,following,u39496081
u144090338,following,u19146492
u369788077,following,u38671739
u102594136,following,u3068764060
u18949452,following,u28175824
u250188760,following,u15922214
u130496027,following,u51781119
u387900968,following,u365216346
u387900968,following,u42971403
u144090338,following,u14544819
u17264476,following,u21148293
u43963249,following,u1079769536730140672
u39416218,following,u1094762324097822720
u39416218,following,u1218324988966531072
u92614042,following,u29442313
u21114659,following,u31037199
u18686907,following,u8548612
u130496027,following,u398088661
u947924373029171200,following,u20522862
u970716252179136514,following,u14412533
u521747968,following,u28817015
u15458694,following,u564111558
u16012783,following,u14075928
u71294756,following,u1542372750
u158414847,following,u2881611
u1044241,following,u506429053
u762024240,following,u18860022
u626131422,following,u130496027
u30364057,following,u738538436
u108977933,followers,u758050879354175488
u15675138,following,u86129724
u567192377,following,u36711022
u26703365,following,u19418459
u18686907,following,u29501253
u2545759886,following,u2172596028
u2922928743,following,u764476890
u21114659,following,u18510860
u4041824789,following,u14335435
u30364057,following,u133880286
u70435999,following,u14046504
u229125893,following,u15859912
u71294756,following,u43694024
u14834340,following,u15098373
u48579013,following,u25557638
u818282957618216960,following,u929823128259387392
u818282957618216960,following,u1121418042297278464
u22429979,following,u1212564056827031553
u1962626484,following,u785411705916559360
u970716252179136514,following,u240760644
u369788077,following,u2228878592
u18686907,following,u1140437481621508096
u11347122,following,u228747444
u228474571,following,u763766437
u55334133,following,u89820928
u15976697,following,u96502351
u39511166,following,u18812301
u43963249,following,u1061310112013434882
u26703365,following,u125453969
u1243560408025198593,following,u11347122
u1630896181,following,u26607712
u931681289614385158,following,u1237612672373248000
u931681289614385158,following,u1241035399012569088
u1243560408025198593,following,u246103
u29458079,following,u15976697
u102594136,following,u3309013458
u63614947,following,u834081571493785600
u28785486,following,u17883494
u55334133,following,u16873455
u387900968,following,u89887215
u14834340,following,u15433452
u759251,following,u257354839
u377766775,following,u480678403
u158414847,following,u102071743
u1055907624,following,u218975278
u228474571,following,u138141495
u1081222837459996672,following,u14173315
u108977933,following,u17494010
u63614947,following,u158414847
u20562637,following,u34435477
u30364057,following,u7334402
u4041824789,following,u534881613
u931681289614385158,following,u44385628
u71294756,following,u230787751
u216881337,following,u56413858
u55334133,following,u62591681
u208155240,following,u17454769
u1243560408025198593,following,u385162111
u2434191967,following,u841489249157468161
u2434191967,following,u859405190348361729
u70435999,following,u24950207
u4765364386,following,u288277167
u130496027,following,u83374478
u130496027,following,u3882727697
u20402945,following,u24752038
u134758540,following,u14677919
u245424983,following,u18831926
u369788077,following,u1212762794661044224
u16012783,following,u4207961
u807095,following,u14434063
u15764644,following,u28599820
u134758540,following,u240649814
u17004618,following,u2366113867
u2922928743,following,u817050219007328258
u14834340,following,u4099171
u43300047,following,u14177942
u100588178,following,u182161200
u14647570,following,u2555654275
u30364057,following,u872563312394870785
u20479813,following,u738538436
u1243560408025198593,following,u131497030
u17004618,following,u880412538625810432
u43963249,following,u246939630
u43300047,following,u1079769536730140672
u158414847,following,u39349894
u30364057,following,u80021045
u17004618,following,u1385406126
u369788077,following,u524746581
u130496027,following,u39000115
u18831926,following,u757316918
u216881337,following,u22869693
u110326494,following,u189376144
u387900968,following,u14193053
u17866318,following,u226222147
u14772775,following,u807357676300730368
u617602505,following,u838129357
u818282957618216960,following,u1880725393
u784890784273215488,following,u22589633
u820354372827758592,following,u47991586
u228474571,following,u36711022
u43963184,following,u28978705
u617602505,following,u632704303
u30354991,following,u939091
u158414847,following,u15675138
u1243560408025198593,following,u37190669
u14834340,following,u1049475664804532225
u56413858,following,u14159148
u2922928743,following,u880918346522398720
u20479813,following,u19605981
u592730371,following,u343041182
u1630896181,following,u142490217
u63614947,following,u327862439
u130496027,following,u70424767
u2427885031,following,u20640982
u970716252179136514,following,u15766082
u2922928743,following,u1542372750
u133663801,following,u87416722
u28785486,following,u15012486
u22429979,following,u714540346617761792
u23970102,following,u50769180
u73238146,following,u824797212425191425
u18686907,following,u257529281
u43963249,following,u91386979
u20402945,following,u30043148
u14834340,following,u6017542
u110326494,following,u41761325
u1055907624,following,u3018670151
u110326494,following,u43300047
u21862217,following,u1634248890
u30364057,following,u32871086
u626131422,following,u248482567
u1299686030875004928,following,u992149270399725568
u158414847,following,u27075032
u14772775,following,u18791654
u626131422,following,u427630477
u592730371,following,u27995424
u21862217,following,u208361818
u28657802,following,u362642209
u784890784273215488,following,u477012156
u25203361,following,u3039781324
u15764644,following,u1080539438508400642
u22429979,following,u193732179
u730520573701443584,following,u22763833
u784890784273215488,following,u6092972
u2427885031,following,u340364935
u18949452,following,u243840731
u183749519,following,u1330457336
u150151712,following,u1016148066850648064
u818282957618216960,following,u180107694
u1299686030875004928,following,u207739658
u818282957618216960,following,u26775504
u818282957618216960,following,u887924208
u784890784273215488,following,u1612067526
u14647570,following,u19086456
u18831926,following,u1266463392681701376
u592730371,following,u19737700
u26703365,following,u14437914
u119385045,following,u58569513
u2922928743,following,u45645232
u43300047,following,u51241574
u43300047,following,u54617733
u144090338,following,u355823359
u820354372827758592,following,u976995099170062338
u1243560408025198593,following,u521747968
u43300047,following,u612473
u16076032,following,u180535644
u15675138,following,u19682187
u216881337,following,u813286
u377766775,followers,u66213051
u626131422,following,u21293089
u1243560408025198593,following,u14204133
u820354372827758592,following,u2259809232
u158414847,following,u205392468
u73238146,following,u21619519
u2591320394,following,u172858784
u21862217,following,u14046504
u357606935,following,u216065430
u19682187,following,u2836421
u783792992,following,u76837768
u19539716,following,u30354991
u21114659,following,u16006592
u626131422,following,u33136420
u4763858353,followers,u46288137
u357606935,following,u231108733
u762024240,following,u24127811
u521747968,following,u324703658
u39416218,following,u3290364847
u626131422,following,u188809568
u26792275,following,u16172991
u17004618,following,u21148293
u70435999,following,u263751035
u18686907,following,u18533219
u30364057,following,u926620369
u20402945,following,u89820928
u2545759886,following,u16810559
u813286,following,u794651044450041856
u15458694,following,u46557945
u15764644,following,u24745957
u15976697,following,u2839374404
u369788077,following,u77032777
u39416218,following,u785968989092446209
u592730371,following,u32626129
u617602505,following,u15012486
u961231092,following,u88215673
u158414847,following,u75797367
u4041824789,following,u192615461
u15764644,following,u15012352
u63614947,following,u14529929
u144090338,following,u226320142
u250188760,following,u20402945
u18949452,following,u19811190
u43963249,following,u372536101
u250188760,following,u73238146
u592730371,following,u48029066
u1243560408025198593,following,u26754354
u1962626484,following,u194203770
u4303298356,following,u937696388
u1243560408025198593,following,u17243913
u177564016,following,u121574367
u71294756,following,u29501253
u14772775,following,u8011072
u377766775,following,u1323730225067339784
u11178672,following,u17870903
u881615056437297152,following,u289456743
u228474571,following,u17883494
u1055907624,following,u77764733
u1081222837459996672,following,u322603418
u4041824789,following,u701825647
u626131422,following,u16369805
u71294756,following,u44945327
u2922928743,following,u212657985
u369788077,following,u470444339
u2434191967,following,u33039483
u43963249,following,u17494010
u16012783,following,u19553409
u931681289614385158,following,u49616273
u1299686030875004928,following,u20631422
u158414847,following,u1604931252
u521747968,following,u20998003
u592730371,following,u18964092
u183749519,following,u811350
u28657802,following,u2922928743
u30364057,following,u502281810
u18831926,following,u45573874
u16012783,following,u7768402
u158414847,following,u833612154
u32774989,following,u26563129
u2922928743,following,u4218742998
u30354991,following,u278124059
u947924373029171200,following,u20973388
u250188760,following,u23664429
u55334133,following,u30080029
u21201150,following,u331816614
u7426632,following,u118672200
u228474571,following,u742143
u130496027,following,u604940737
u2434191967,following,u398271367
u722528529716383744,following,u16869718
u784890784273215488,following,u64857767
u4765364386,following,u537567953
u626131422,following,u1094276372044800000
u783792992,following,u35586563
u70435999,following,u113364160
u100588178,following,u14677919
u63614947,following,u49698134
u369788077,following,u102594136
u387900968,following,u248482567
u39416218,following,u35328942
u4765364386,following,u983108315466162178
u377766775,following,u29986482
u130496027,following,u22637974
u39511166,following,u593289567
u96149284,following,u25387735
u357606935,following,u19682187
u16012783,following,u138787319
u15675138,followers,u1201348645225930752
u2922928743,following,u13829492
u1044241,following,u18238409
u208155240,following,u11611052
u18686907,following,u17006157
u18686907,following,u125453969
u820354372827758592,following,u797406769
u1159251,following,u17351167
u904408999,followers,u954362580
u759251,following,u150240350
u158414847,following,u15751676
u17866318,followers,u26563129
u29458079,following,u22055226
u208155240,following,u11134252
u26703365,following,u69004966
u42606652,following,u1153045459
u21862217,following,u118567880
u931681289614385158,following,u20713061
u4041824789,following,u358545917
u208155240,following,u109579534
u43300047,following,u939091
u134758540,following,u2467791
u63614947,following,u150078976
u1044241,following,u1201348645225930752
